CaseID$,CNTYNAME,STATE,FIPST,FIPCNT,ADVCH,ARMENIAN,CPRIMBAP,DUCKRIV,FREEBAP,FREEWIL,GENBAP,NNATBAP,NORTHBAP,NSNCBAP,UAFCBAP,PRIMBAP,SOUNCBAP,UNITBAP,BUDDHIST,CHRREF,CHRCONN,CHCHRIST,CHGNAGE,CHCHRSCI,CHLVGOD,CONGREG,CONGMETH,DISCIPLE,DUNKCON,DUNKPROG,EVANASS,FREECHZ,FRHICK,FRORTH,GERMEVMA,GERMEVSY,GREEKORT,JEWISH,CJCLDS,LDSREORG,LUTHAPOS,FINNNAT,FINNSYN,LUTHGEN,LUTHGSYN,LUTHTEX,LUTHHAUG,LUTHOHIO,LUTHNORF,LUTHNORW,LUTHNORS,LUTHCONF,LUTHMICH,LUTHIOWA,LUTHDAN,LUTHUNOR,LUTHSOUT,MENNON,MENNGEN,AFRMETH,AME,AMEZION,COLMETH,METHOD,METHEPIS,METHEPS,FREEMETH,METHPROT,MORAVIAN,NONSECT,OTHER,PENTNAZ,POLISH,PRESBREF,PRESBUS,PRESBUSA,COLCUMB,CUMBPRES,UNITPRES,WELSHPRS,PROTEPIS,OTHPROT,TOTPROT,REFAMER,REFUS,REFZION,CATHOLIC,SALVARMY,SERVORTH,SEVDAYAD,SPIRIT,SWEDEVAN,UNITAR,UNITBRET,UNITEVAN,UNIVER
1,AUTAUGA,ALABAMA,1,1,0,0,57,0,0,0,0,0,0,0,0,40,4536,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,358,0,0,103,1411,0,0,0,0,0,0,0,0,183,0,0,0,0,0,40,41,8236,0,0,0,0,0,0,0,0,0,0,0,0,0
2,BALDWIN,ALABAMA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2026,0,0,0,0,155,0,0,0,12,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,340,25,0,156,630,0,0,0,0,300,0,0,0,125,0,0,0,0,0,203,167,4196,0,0,0,1199,0,0,0,0,0,0,0,0,0
3,BARBOUR,ALABAMA,1,3,0,0,0,0,0,0,0,0,0,0,0,125,8696,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2958,0,0,139,0,1745,0,36,0,0,0,0,0,0,573,0,0,0,0,0,115,30,14495,0,0,0,561,0,0,0,0,0,0,0,0,0
4,BIBB,ALABAMA,1,4,0,0,11,0,0,23,0,0,0,0,0,54,4980,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,264,57,0,0,1515,0,0,0,0,0,0,0,0,93,0,0,235,0,0,7,0,7759,0,0,0,756,0,0,0,0,0,0,0,0,0
5,BLOUNT,ALABAMA,1,5,0,0,0,0,0,0,0,0,0,0,0,324,2483,0,0,0,0,34,0,0,0,59,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1009,1568,0,0,0,0,0,0,0,0,0,0,0,297,0,0,5,23,5953,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BULLOCK,ALABAMA,1,6,0,0,0,0,0,0,0,0,0,0,0,42,9983,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,1379,180,50,306,859,0,37,0,0,0,0,0,0,290,0,0,0,0,0,41,0,14907,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BUTLER,ALABAMA,1,7,0,0,0,0,0,0,0,0,0,0,0,283,7274,0,0,0,0,114,0,0,0,72,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1675,0,0,0,1553,0,256,0,0,223,0,0,0,18,0,0,0,0,0,70,42,11519,0,0,0,562,0,0,0,0,0,0,0,0,0
8,CALHOUN/BENTON,ALABAMA,1,8,0,0,0,0,0,0,0,0,0,0,0,103,7877,0,0,0,0,0,0,0,0,155,0,581,0,0,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,36,969,534,598,2723,0,0,0,0,0,0,0,0,568,0,0,202,0,0,322,90,15032,0,0,0,759,0,0,0,0,0,0,0,0,0
9,CHAMBERS,ALABAMA,1,9,0,0,0,0,0,0,0,0,0,0,0,500,7901,0,0,0,522,0,0,0,0,68,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,0,938,2003,0,15,0,0,0,0,0,0,140,0,0,0,0,0,0,48,13265,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CHEROKEE,ALABAMA,1,10,0,0,0,0,0,0,0,0,0,0,0,25,3421,0,0,0,0,162,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,0,295,685,1436,0,0,0,0,0,0,0,0,90,0,0,227,0,0,0,79,6517,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CHILTON/BAKER,ALABAMA,1,11,0,0,0,0,0,0,0,0,0,0,0,82,5373,0,0,0,16,0,0,0,0,389,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,55,0,0,140,685,0,535,0,0,0,0,0,0,37,0,0,19,0,0,0,41,7445,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CHOCTAW,ALABAMA,1,12,0,0,418,0,0,0,0,0,0,0,0,22,5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,712,670,0,200,1315,0,148,0,0,0,0,0,0,20,0,0,0,0,0,0,8,9329,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CLARKE,ALABAMA,1,13,0,0,0,0,0,0,0,0,0,0,0,0,10515,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,310,991,0,30,2302,0,71,0,0,0,0,0,0,20,0,0,0,0,0,0,21,15151,0,0,0,5,0,0,0,0,0,0,0,0,0
14,CLAY,ALABAMA,1,14,0,0,0,0,0,0,0,0,0,0,0,299,3917,0,0,0,184,115,0,0,0,201,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,473,1771,0,8,0,0,0,0,0,0,179,0,0,0,0,0,0,0,7273,0,0,0,5,0,0,0,0,0,0,0,0,0
15,CLEBURNE,ALABAMA,1,15,0,0,0,0,0,0,0,0,0,0,0,142,2390,0,0,0,0,225,0,0,0,79,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,760,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4523,0,0,0,0,0,0,0,0,0,0,0,0,0
16,COFFEE,ALABAMA,1,16,0,0,0,0,0,0,0,0,0,0,0,424,4178,0,0,0,0,198,0,0,0,20,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,20,0,133,120,1322,0,50,0,0,0,0,0,0,9,0,75,0,0,0,0,0,7094,0,0,0,4,0,0,0,0,0,0,0,0,0
17,COLBERT,ALABAMA,1,17,0,0,0,0,0,0,0,0,0,0,0,0,5120,0,0,0,0,111,0,0,0,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,494,0,20,1770,0,0,0,0,0,0,0,0,207,0,0,167,0,0,93,0,8290,0,0,0,281,0,0,0,0,0,0,0,0,0
18,CONECUH,ALABAMA,1,18,0,0,0,0,0,0,0,0,0,0,0,114,5032,0,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,873,0,0,430,1793,0,127,0,0,47,0,0,0,23,0,0,0,0,0,24,16,8477,0,0,0,0,0,0,0,0,0,0,0,0,0
19,COOSA,ALABAMA,1,19,0,0,0,0,0,0,0,0,0,0,0,282,4367,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,95,1234,0,294,0,0,0,0,0,0,186,0,0,74,0,0,0,98,6807,0,0,0,0,0,0,0,0,0,0,0,0,0
20,COVINGTON,ALABAMA,1,20,0,0,0,0,0,0,0,0,0,0,0,292,4035,0,0,0,0,77,0,0,0,221,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,491,0,0,68,1128,0,40,0,0,0,0,0,0,95,0,0,0,0,0,0,97,6971,0,0,0,20,0,0,0,0,0,0,0,0,0
21,CRENSHAW,ALABAMA,1,21,0,0,0,0,0,0,0,0,0,0,0,566,4038,0,0,0,0,592,0,0,0,180,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,656,0,0,15,1277,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7753,0,0,0,0,0,0,0,0,0,0,0,0,0
22,CULLMAN,ALABAMA,1,22,0,0,0,0,0,0,0,0,0,0,0,90,3506,0,0,0,0,275,0,0,0,66,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,615,554,0,73,0,0,0,0,0,0,0,0,0,169,0,0,0,795,6842,0,0,0,1833,0,0,0,0,0,0,0,0,0
23,DALE,ALABAMA,1,23,0,0,0,0,0,24,0,0,0,0,0,228,6768,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,188,0,0,211,2545,0,139,0,0,0,0,0,0,157,0,0,0,0,0,0,50,10936,0,0,0,0,0,0,0,0,0,0,0,0,0
24,DALLAS,ALABAMA,1,24,0,0,3199,0,0,0,0,0,0,0,0,4,19932,0,0,0,0,27,0,0,0,93,0,340,0,0,0,0,0,0,0,0,75,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,940,508,0,25,1381,0,0,0,0,0,0,0,0,1027,0,553,138,0,0,510,201,31027,0,0,0,256,0,0,0,0,0,0,0,0,0
25,DE KALB,ALABAMA,1,25,0,0,0,1154,0,0,0,0,0,0,0,139,3112,0,0,0,0,0,0,0,0,90,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,185,737,1986,0,0,0,0,0,0,0,0,85,0,0,153,0,0,0,135,7828,0,0,0,0,0,0,0,0,0,0,0,0,0
26,ELMORE,ALABAMA,1,26,0,0,0,0,0,0,0,0,0,0,0,248,5838,0,0,0,0,0,0,0,0,347,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,504,2147,0,211,0,0,0,0,0,0,60,0,0,7,0,0,0,0,10128,0,0,0,0,0,0,0,0,0,0,0,0,0
27,ESCAMBIA,ALABAMA,1,27,0,0,76,0,0,0,0,0,0,0,0,118,3142,0,0,0,0,0,0,0,0,137,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,220,0,129,198,1280,0,0,0,0,329,0,0,0,65,0,0,0,0,0,11,91,5813,0,0,0,213,0,0,0,0,0,0,0,0,0
28,ETOWAH,ALABAMA,1,28,0,0,0,0,0,0,0,0,0,0,0,10,4751,0,0,0,0,197,0,0,0,31,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,358,538,608,2196,0,0,0,0,0,0,0,0,252,0,0,301,0,0,60,101,9455,0,0,0,183,0,0,0,0,0,0,0,0,0
29,FAYETTE,ALABAMA,1,29,0,0,0,0,0,127,0,0,0,0,0,124,2386,0,0,0,0,442,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,20,0,80,1531,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,68,4990,0,0,0,0,0,0,0,0,0,0,0,0,0
30,FRANKLIN,ALABAMA,1,30,0,0,0,65,0,0,0,0,0,0,0,32,3060,0,0,0,0,273,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,20,1179,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,5080,0,0,0,140,0,0,0,0,0,0,0,0,0
31,GENEVA,ALABAMA,1,31,0,0,0,0,0,212,0,0,0,0,0,153,3024,0,0,0,0,119,0,0,0,104,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,12,211,1722,0,300,0,0,0,0,0,0,56,0,0,0,0,0,0,0,6549,0,0,0,0,0,0,0,0,0,0,0,0,0
32,GREENE,ALABAMA,1,32,0,0,0,0,0,0,0,0,0,0,0,17,5000,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,310,1010,0,675,474,0,0,0,0,0,0,0,0,376,0,400,31,0,0,137,54,8949,0,0,0,0,0,0,0,0,0,0,0,0,0
33,HALE,ALABAMA,1,33,0,0,0,0,0,0,0,0,0,0,0,35,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482,1115,1311,0,195,1743,0,0,0,0,0,0,0,0,397,0,0,0,0,0,153,25,12476,0,0,0,0,0,0,0,0,0,0,0,0,0
34,HENRY,ALABAMA,1,34,0,0,0,0,0,0,0,0,0,0,0,168,5321,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,26,626,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,242,7137,0,0,0,354,0,0,0,0,0,0,0,0,0
35,HOUSTON,ALABAMA,1,35,0,0,0,0,0,877,0,0,0,0,0,48,4958,0,0,0,0,41,0,0,0,47,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,23,0,0,130,2569,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,6,9512,0,0,0,0,0,0,0,0,0,0,0,0,0
36,JACKSON,ALABAMA,1,36,0,0,100,305,0,0,0,0,0,0,0,379,3146,0,0,0,0,329,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,9,20,52,403,2043,0,0,0,0,0,0,0,0,0,0,15,580,0,0,60,206,7867,0,0,0,0,0,0,0,0,0,0,0,0,0
37,JEFFERSON,ALABAMA,1,37,0,0,141,0,0,89,0,0,0,0,0,118,23154,0,0,0,0,109,0,0,0,228,0,996,0,0,0,0,0,0,0,0,660,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4152,1812,2020,0,1402,13140,0,384,0,0,0,0,0,0,2954,0,375,1766,0,0,1716,816,55372,0,0,0,13467,0,0,0,0,0,0,0,0,0
38,LAMAR/SANFORD,ALABAMA,1,38,0,0,0,0,0,0,0,0,0,0,0,139,1864,0,0,0,0,44,0,0,0,32,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,2176,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,185,5245,0,0,0,0,0,0,0,0,0,0,0,0,0
39,LAUDERDALE,ALABAMA,1,39,0,0,0,0,0,0,0,0,0,0,0,124,2224,0,0,0,0,1765,0,0,0,80,0,30,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,0,146,0,0,2766,0,0,0,0,0,0,0,0,287,0,0,356,0,0,105,201,9606,0,0,0,349,0,0,0,0,0,0,0,0,0
40,LAWRENCE,ALABAMA,1,40,0,0,0,0,0,0,0,0,0,0,0,20,2942,0,0,0,0,208,0,0,0,262,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,103,75,1094,0,0,0,0,0,0,0,0,107,0,951,289,0,0,4,103,7396,0,0,0,0,0,0,0,0,0,0,0,0,0
41,LEE,ALABAMA,1,41,0,0,0,0,0,0,0,0,0,0,0,0,7432,0,0,0,0,0,0,0,0,125,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,938,1230,0,57,2040,0,301,0,0,0,0,0,0,217,0,0,0,0,0,46,273,14228,0,0,0,27,0,0,0,0,0,0,0,0,0
42,LIMESTONE,ALABAMA,1,42,0,0,483,0,0,0,0,0,0,0,0,40,2252,0,0,0,0,457,0,0,0,80,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,262,2042,0,0,0,0,0,0,0,0,42,0,828,319,0,0,23,83,7600,0,0,0,0,0,0,0,0,0,0,0,0,0
43,LOWNDES,ALABAMA,1,43,0,0,0,0,0,0,0,0,0,0,0,305,11010,0,0,0,0,400,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2307,785,0,0,585,0,0,0,0,0,0,0,0,84,0,0,0,0,0,92,0,16329,0,0,0,9,0,0,0,0,0,0,0,0,0
44,MACON,ALABAMA,1,44,0,0,0,0,0,0,0,0,0,0,0,0,6811,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,3273,0,0,0,354,0,181,0,0,0,0,0,0,102,0,0,0,0,0,0,172,11233,0,0,0,81,0,0,0,0,0,0,0,0,0
45,MADISON,ALABAMA,1,45,0,0,3601,0,0,0,0,0,0,0,0,196,2886,0,0,0,0,443,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,249,0,1000,3464,0,0,0,0,0,0,0,0,301,0,985,1306,0,0,361,144,15307,0,0,0,211,0,0,0,0,0,0,0,0,0
46,MARENGO,ALABAMA,1,46,0,0,2034,0,0,0,0,0,0,0,0,22,14017,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,1334,136,0,6,1409,0,30,0,0,0,0,0,0,280,0,0,20,0,0,222,48,20677,0,0,0,374,0,0,0,0,0,0,0,0,0
47,MARION,ALABAMA,1,47,0,0,0,261,0,180,0,0,0,0,0,390,1196,0,0,0,0,317,0,0,0,176,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,85,0,69,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4125,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MARSHALL,ALABAMA,1,48,0,0,70,0,0,0,0,0,0,0,0,305,3861,0,0,0,0,25,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,126,659,2068,0,0,0,0,0,0,0,0,23,0,0,150,0,0,4,103,7516,0,0,0,0,0,0,0,0,0,0,0,0,0
49,MOBILE,ALABAMA,1,49,0,0,219,0,0,0,0,0,0,0,0,31,13323,0,0,0,0,120,0,0,0,136,0,275,0,0,0,0,0,0,0,0,350,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063,3718,222,0,360,3633,0,0,0,0,69,0,0,0,1302,0,0,0,0,0,2646,433,28481,0,0,0,16981,0,0,0,0,0,0,0,0,0
50,MONROE,ALABAMA,1,50,0,0,0,0,0,0,0,0,0,0,0,74,6566,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,286,526,0,26,1203,0,21,0,0,133,0,0,0,194,0,0,64,0,0,63,0,9765,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MONTGOMERY,ALABAMA,1,51,0,0,0,0,0,0,0,0,0,0,0,283,22821,0,0,0,0,786,0,0,0,147,0,310,0,0,0,0,0,0,0,0,125,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,5912,241,0,158,3117,0,296,0,0,0,0,0,0,1139,0,0,125,0,0,981,130,37518,0,0,0,3006,0,0,0,0,0,0,0,0,0
52,MORGAN/COTACO,ALABAMA,1,52,0,0,36,0,0,0,0,0,0,0,0,0,3869,0,0,0,0,180,0,0,0,0,0,669,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1228,0,414,3258,0,0,0,0,0,0,0,0,199,0,428,0,0,0,186,247,10814,0,0,0,337,0,0,0,0,0,0,0,0,0
53,PERRY,ALABAMA,1,53,0,0,831,0,0,192,0,0,0,0,0,16,11160,0,0,0,0,0,0,0,0,68,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,949,0,0,593,1196,0,0,0,0,0,0,0,0,314,0,60,0,0,0,84,15,16216,0,0,0,0,0,0,0,0,0,0,0,0,0
54,PICKENS,ALABAMA,1,54,0,0,0,0,0,0,0,0,0,0,0,104,5644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1922,0,60,1857,0,47,0,0,0,0,0,0,287,0,675,72,0,0,0,77,10771,0,0,0,0,0,0,0,0,0,0,0,0,0
55,PIKE,ALABAMA,1,55,0,0,0,0,0,0,0,0,0,0,0,646,8125,0,0,0,0,97,0,0,0,94,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,198,299,0,75,2221,0,429,0,0,0,0,0,0,62,0,0,0,0,0,35,40,13227,0,0,0,8,0,0,0,0,0,0,0,0,0
56,RANDOLPH,ALABAMA,1,56,0,0,0,0,0,0,0,0,0,0,0,307,3923,0,0,0,641,0,0,0,0,71,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,281,972,1344,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,8087,0,0,0,0,0,0,0,0,0,0,0,0,0
57,RUSSELL,ALABAMA,1,57,0,0,0,0,0,0,0,0,0,0,0,0,7413,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698,566,80,0,0,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13756,0,0,0,0,0,0,0,0,0,0,0,0,0
58,SHELBY,ALABAMA,1,59,0,0,17,0,0,202,0,0,0,0,0,64,5265,0,0,0,0,0,0,0,0,134,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,40,0,71,2510,0,235,0,0,0,0,0,0,138,0,0,463,0,0,50,0,9773,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ST CLAIR,ALABAMA,1,58,0,0,0,0,0,78,0,0,0,0,0,0,3889,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,387,1779,0,0,0,0,0,0,0,0,4,0,0,471,0,0,18,0,6776,0,0,0,0,0,0,0,0,0,0,0,0,0
60,SUMTER,ALABAMA,1,60,0,0,146,76,0,0,0,0,0,0,0,0,9724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,340,0,224,773,0,51,0,0,0,0,0,0,551,0,0,0,0,0,20,50,12624,0,0,0,0,0,0,0,0,0,0,0,0,0
61,TALLADEGA,ALABAMA,1,61,0,0,0,0,0,0,0,0,0,0,0,23,9791,0,0,0,0,0,0,0,0,621,0,68,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,202,1370,40,418,2440,0,165,0,0,0,0,0,0,508,0,0,96,0,0,135,29,15944,0,0,0,0,0,0,0,0,0,0,0,0,0
62,TALLAPOOSA,ALABAMA,1,62,0,0,0,0,0,0,0,0,0,0,0,331,5783,0,0,0,414,0,0,0,0,158,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,350,0,396,2108,0,446,0,0,0,0,0,0,152,0,0,0,0,0,0,250,11240,0,0,0,0,0,0,0,0,0,0,0,0,0
63,TUSCALOOSA,ALABAMA,1,63,0,0,0,0,0,67,0,0,0,0,0,79,10298,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,1452,984,0,216,2211,0,248,0,0,0,0,0,0,350,0,60,140,0,0,241,0,16973,0,0,0,141,0,0,0,0,0,0,0,0,0
64,UNKNOWN COUNTY,ALABAMA,1,,0,0,2662,0,0,0,0,0,0,0,0,150,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,1155,1590,0,29,0,0,1052,0,0,0,0,0,0,0,0,0,0,870,6820,0,0,0,0,0,0,0,0,0,0,0,0,0
