CaseID$,CNTYNAME,STATE,FIPST,FIPCNT,ADVCH,ARMENIAN,CPRIMBAP,DUCKRIV,FREEBAP,FREEWIL,GENBAP,NNATBAP,NORTHBAP,NSNCBAP,UAFCBAP,PRIMBAP,SOUNCBAP,UNITBAP,BUDDHIST,CHRREF,CHRCONN,CHCHRIST,CHGNAGE,CHCHRSCI,CHLVGOD,CONGREG,CONGMETH,DISCIPLE,DUNKCON,DUNKPROG,EVANASS,FREECHZ,FRHICK,FRORTH,GERMEVMA,GERMEVSY,GREEKORT,JEWISH,CJCLDS,LDSREORG,LUTHAPOS,FINNNAT,FINNSYN,LUTHGEN,LUTHGSYN,LUTHTEX,LUTHHAUG,LUTHOHIO,LUTHNORF,LUTHNORW,LUTHNORS,LUTHCONF,LUTHMICH,LUTHIOWA,LUTHDAN,LUTHUNOR,LUTHSOUT,MENNON,MENNGEN,AFRMETH,AME,AMEZION,COLMETH,METHOD,METHEPIS,METHEPS,FREEMETH,METHPROT,MORAVIAN,NONSECT,OTHER,PENTNAZ,POLISH,PRESBREF,PRESBUS,PRESBUSA,COLCUMB,CUMBPRES,UNITPRES,WELSHPRS,PROTEPIS,OTHPROT,TOTPROT,REFAMER,REFUS,REFZION,CATHOLIC,SALVARMY,SERVORTH,SEVDAYAD,SPIRIT,SWEDEVAN,UNITAR,UNITBRET,UNITEVAN,UNIVER
1879,WESTCHESTER,NEW YORK,36,60,0,0,0,0,0,0,0,5158,0,0,0,0,0,0,0,0,0,0,0,141,0,1174,0,0,0,0,0,0,0,0,0,200,180,429,0,0,0,0,0,1375,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,1010,0,0,0,0,10980,0,0,0,0,0,230,0,0,0,0,6767,0,0,0,0,9395,1404,41098,2553,0,0,89080,0,0,0,0,0,135,0,0,70
1880,WYOMING,NEW YORK,36,61,0,0,0,0,358,0,0,2123,0,0,0,0,0,0,0,0,62,0,0,0,0,968,0,0,0,0,180,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,0,0,0,0,0,0,0,0,0,0,1320,0,0,180,0,201,242,8081,0,0,0,4609,0,0,0,0,0,0,0,0,175
1881,YATES,NEW YORK,36,62,0,0,0,0,186,0,0,1646,0,0,0,0,0,0,0,0,101,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154,0,0,0,0,0,0,0,0,0,0,858,0,0,0,0,317,75,5571,0,0,0,-6,0,0,0,0,0,0,0,0,35
1882,ALAMANCE,NORTH CAROLINA,37,1,0,0,0,0,0,0,0,0,0,0,0,27,1502,0,0,0,1902,0,0,0,0,151,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,212,0,0,629,0,0,0,0,0,1609,0,2148,0,0,0,0,0,0,1081,142,0,0,0,0,100,20,10174,0,234,0,0,0,0,0,0,0,0,0,0,0
1883,ALEXANDER,NORTH CAROLINA,37,2,0,0,0,0,0,0,0,0,0,0,0,0,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,369,0,0,139,0,0,0,0,142,981,0,0,0,0,0,0,0,94,170,0,0,0,0,0,0,268,4815,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,ALLEGHANY,NORTH CAROLINA,37,3,0,0,0,0,0,0,0,0,0,0,0,741,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,214,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,108,1493,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,ANSON,NORTH CAROLINA,37,4,0,0,0,0,0,0,0,0,0,0,0,57,5610,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,2004,0,48,0,0,0,0,0,0,188,186,0,0,0,0,90,97,10788,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,ASHE,NORTH CAROLINA,37,5,0,0,0,0,0,0,0,0,0,0,0,651,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,1606,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,189,4753,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,AVERY,NORTH CAROLINA,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,BEAUFORT,NORTH CAROLINA,37,7,0,0,0,0,0,1213,0,0,0,0,1068,175,2107,0,0,0,0,0,0,0,0,0,0,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,1496,0,0,0,0,0,0,0,0,249,0,0,0,0,0,766,42,11141,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,BERTIE,NORTH CAROLINA,37,8,0,0,0,0,0,0,0,0,0,0,0,0,14429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,15075,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,BLADEN,NORTH CAROLINA,37,9,0,0,0,0,0,249,0,0,0,0,0,0,3707,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,0,0,0,0,138,1029,0,0,0,0,0,0,0,0,555,14,0,0,0,0,0,0,8350,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,BRUNSWICK,NORTH CAROLINA,37,10,0,0,0,0,0,45,0,0,0,0,11,40,2441,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,1143,0,0,0,0,0,0,0,0,83,55,0,0,0,0,17,0,5382,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,BUNCOMBE,NORTH CAROLINA,37,11,0,0,0,0,0,297,0,0,0,0,0,110,7354,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1235,0,0,0,0,828,3820,0,336,0,0,0,0,0,0,935,621,0,0,0,0,836,243,16717,0,0,0,367,0,0,0,0,0,0,0,0,0
1893,BURKE,NORTH CAROLINA,37,12,0,0,0,0,0,0,0,0,0,0,0,10,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,45,0,0,1135,0,0,0,0,0,2549,0,133,0,0,0,0,0,0,405,22,0,0,0,0,411,94,7234,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,CABARRUS,NORTH CAROLINA,37,13,0,0,172,0,0,0,0,0,0,0,0,0,1033,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,1719,0,0,2006,0,0,0,0,164,2714,0,403,0,0,0,0,0,64,1614,817,0,0,0,0,38,0,11409,0,437,0,71,0,0,0,0,0,0,0,0,0
1895,CALDWELL,NORTH CAROLINA,37,14,0,0,0,0,0,0,0,0,0,0,0,73,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,606,0,0,0,0,379,1738,0,41,0,0,0,0,0,0,214,0,0,0,0,0,131,693,7048,0,35,0,0,0,0,0,0,0,0,0,0,0
1896,CAMDEN,NORTH CAROLINA,37,15,0,0,0,0,0,0,0,0,0,0,0,0,2105,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2955,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,CARTERET,NORTH CAROLINA,37,16,0,0,0,0,0,581,0,0,0,0,0,237,952,0,0,0,48,0,0,0,0,47,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,327,1327,0,0,0,0,0,0,0,0,14,0,0,0,0,0,69,56,4459,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,CASWELL,NORTH CAROLINA,37,17,0,0,38,0,0,0,0,0,0,0,0,142,2844,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,267,0,0,0,0,0,11,0,5149,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,CATAWBA,NORTH CAROLINA,37,18,0,0,0,0,0,0,0,0,0,0,0,0,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,1610,0,0,888,0,0,0,0,427,3185,0,0,0,0,0,0,0,0,302,0,0,0,0,0,84,633,11287,0,964,0,0,0,0,0,0,0,0,0,0,0
1900,CHATHAM,NORTH CAROLINA,37,19,0,0,0,0,0,0,0,0,0,0,0,64,4462,0,0,0,1055,0,0,0,0,316,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,0,0,0,0,2663,0,415,0,0,0,0,0,0,146,0,0,0,0,0,85,32,12410,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,CHEROKEE,NORTH CAROLINA,37,20,0,0,0,0,0,0,0,0,0,0,0,64,4462,0,0,0,1055,0,0,0,0,316,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,262,616,0,0,0,0,0,0,0,0,28,0,0,0,0,0,14,0,12410,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,CHOWAN,NORTH CAROLINA,37,21,0,0,0,0,0,0,0,0,0,0,0,0,4685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,75,294,0,19,0,0,0,0,0,0,0,0,0,0,0,0,158,26,6464,0,0,0,19,0,0,0,0,0,0,0,0,0
1903,CLAY,NORTH CAROLINA,37,22,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,497,0,0,0,0,0,0,0,0,26,0,0,0,0,0,21,0,1526,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,CLEVELAND,NORTH CAROLINA,37,23,0,0,0,0,0,0,0,0,0,0,0,0,8365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,680,0,0,0,0,689,2842,0,699,0,0,0,0,0,128,314,58,0,0,0,0,14,4,13909,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,COLUMBUS,NORTH CAROLINA,37,24,0,0,0,0,0,442,0,0,0,0,0,108,5873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,86,1423,0,0,0,0,0,0,0,0,161,96,0,0,0,0,25,0,9332,0,0,0,92,0,0,0,0,0,0,0,0,0
1906,CRAVEN,NORTH CAROLINA,37,25,0,0,0,0,0,1232,0,0,0,0,555,45,3159,0,0,0,332,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,0,0,0,0,0,1738,0,0,0,0,0,0,0,0,198,85,0,0,0,0,457,47,11858,0,0,0,140,0,0,0,0,0,0,0,0,0
1907,CUMBERLAND,NORTH CAROLINA,37,26,0,0,0,0,0,288,0,0,0,0,706,6,4425,0,0,0,85,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4774,0,0,0,0,40,2228,0,0,0,0,20,0,0,0,1760,211,0,0,0,0,672,140,15488,0,0,0,72,0,0,0,0,0,0,0,0,0
1908,CURRITUCK,NORTH CAROLINA,37,27,0,0,0,0,0,0,0,0,0,0,0,76,1433,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,DARE,NORTH CAROLINA,37,28,0,0,0,0,0,0,0,0,0,0,0,14,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,DAVIDSON,NORTH CAROLINA,37,29,0,0,0,0,0,0,0,0,0,0,0,157,2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,0,219,0,0,0,0,474,3184,0,1403,384,0,0,0,0,0,118,236,0,0,0,0,22,0,11033,0,1210,0,0,0,0,0,0,0,0,0,0,0
1911,DAVIE,NORTH CAROLINA,37,30,0,0,0,0,0,0,0,0,0,0,0,23,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,800,0,0,0,0,238,2120,0,363,159,0,0,0,0,0,87,90,0,0,0,0,48,80,5932,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,DUPLIN,NORTH CAROLINA,37,31,0,0,0,0,0,674,0,0,0,0,50,131,5995,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,1105,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,8,143,9812,0,0,0,15,0,0,0,0,0,0,0,0,0
1913,DURHAM,NORTH CAROLINA,37,32,0,0,179,0,0,83,0,0,0,0,0,0,5888,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,28,2983,0,0,0,0,0,0,0,0,480,72,0,0,0,0,350,120,11343,0,0,0,87,0,0,0,0,0,0,0,0,0
1914,EDGECOMBE,NORTH CAROLINA,37,33,0,0,349,0,0,32,0,0,0,0,0,363,2207,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,765,0,88,0,0,0,0,0,0,140,25,0,0,0,0,399,0,4656,0,0,0,26,0,0,0,0,0,0,0,0,0
1915,FORSYTH,NORTH CAROLINA,37,34,0,0,139,0,0,0,0,0,0,0,0,54,2928,0,0,0,201,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,1624,0,0,0,0,993,3126,0,1007,2790,0,0,0,0,0,525,150,0,0,0,0,157,553,14662,0,14,0,125,0,0,0,0,0,0,0,0,0
1916,FRANKLIN,NORTH CAROLINA,37,35,0,0,0,0,0,115,0,0,0,0,0,17,8227,0,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,9,1113,0,0,0,0,0,0,0,0,16,198,0,0,0,0,87,0,11142,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,GASTON,NORTH CAROLINA,37,36,0,0,0,0,0,0,0,0,0,0,0,0,4264,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,970,0,0,0,0,221,2528,0,257,0,0,0,0,0,553,1735,150,0,0,0,0,76,398,12368,0,0,0,367,0,0,0,0,0,0,0,0,0
1918,GATES,NORTH CAROLINA,37,37,0,0,0,0,0,0,0,0,0,0,0,0,4129,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,6444,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,GRAHAM,NORTH CAROLINA,37,38,0,0,0,0,0,79,0,0,0,0,0,27,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,GRANVILLE,NORTH CAROLINA,37,39,0,0,28,0,0,0,0,0,0,0,0,0,8591,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,163,2007,0,0,0,0,0,0,0,0,296,97,0,0,0,0,215,0,12158,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,GREENE,NORTH CAROLINA,37,40,0,0,0,0,0,1469,0,0,0,0,1393,55,253,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,0,0,0,961,0,34,0,0,0,0,0,0,0,45,0,0,0,0,24,35,5703,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,GUILFORD,NORTH CAROLINA,37,41,0,0,0,0,0,0,0,0,0,0,0,50,2909,0,0,0,844,0,0,0,0,254,0,0,0,0,0,0,0,1276,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,603,0,0,1931,0,0,0,0,1610,4950,0,2418,145,0,0,0,0,0,2268,216,0,0,0,0,354,303,20644,0,483,0,229,0,0,0,0,0,0,0,0,0
1923,HALIFAX,NORTH CAROLINA,37,42,0,0,0,0,0,0,0,0,0,0,0,125,11341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,1897,0,964,0,0,0,0,0,0,142,0,0,0,0,0,253,33,15304,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,HARNETT,NORTH CAROLINA,37,43,0,0,0,0,0,533,0,0,0,0,540,152,2237,0,0,0,116,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,0,0,0,0,0,1212,0,0,0,0,0,0,0,0,663,165,0,0,0,0,34,92,6916,0,0,0,44,0,0,0,0,0,0,0,0,0
1925,HAYWOOD,NORTH CAROLINA,37,44,0,0,0,0,0,0,0,0,0,0,0,0,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,427,1730,0,0,0,0,0,0,0,0,196,0,0,0,0,0,188,16,4879,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,HENDERSON,NORTH CAROLINA,37,45,0,0,0,0,0,0,0,0,0,0,0,0,4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,160,910,0,0,0,0,0,0,0,0,275,0,0,0,0,0,220,149,6480,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,HERTFORD,NORTH CAROLINA,37,46,0,0,0,0,0,150,0,0,0,0,0,0,8901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,9527,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,HOKE,NORTH CAROLINA,37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,HYDE,NORTH CAROLINA,37,48,0,0,0,0,0,0,0,0,0,0,46,83,1927,0,0,0,0,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1007,0,0,0,0,0,0,0,0,45,0,0,0,0,0,67,0,4117,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,IREDELL,NORTH CAROLINA,37,49,0,0,0,0,0,0,0,0,0,0,0,20,3442,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,125,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,886,0,0,0,0,829,3793,0,103,0,0,0,0,0,1010,1997,822,0,0,0,0,97,22,14012,0,0,0,23,0,0,0,0,0,0,0,0,0
1931,JACKSON,NORTH CAROLINA,37,50,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,105,999,0,0,0,0,0,0,0,0,33,0,0,0,0,0,47,0,3253,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,JOHNSTON,NORTH CAROLINA,37,51,0,0,0,0,0,1759,0,0,0,0,50,853,4313,0,0,0,372,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,1063,0,0,0,0,0,0,0,0,119,0,0,0,0,0,19,231,9846,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,JONES,NORTH CAROLINA,37,52,0,0,0,0,0,187,0,0,0,0,300,29,569,0,0,0,114,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,650,0,0,0,0,0,0,0,0,56,42,0,0,0,0,17,0,3252,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,LEE,NORTH CAROLINA,37,53,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,190,0,0,0,0,20,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,LENOIR,NORTH CAROLINA,37,54,0,0,0,0,0,1290,0,0,0,0,1952,42,1108,0,0,0,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,1069,0,131,0,0,0,0,0,0,96,47,0,0,0,0,186,186,7611,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,LINCOLN,NORTH CAROLINA,37,55,0,0,0,0,0,0,0,0,0,0,0,0,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,453,0,0,0,0,566,2316,0,787,0,0,0,0,0,0,289,55,0,0,0,0,191,141,8228,0,313,0,0,0,0,0,0,0,0,0,0,0
1937,MACON,NORTH CAROLINA,37,57,0,0,0,0,0,0,0,0,0,0,0,0,2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,91,1300,0,0,0,0,0,0,0,0,130,0,0,0,0,0,98,0,4229,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,MADISON,NORTH CAROLINA,37,58,0,0,0,0,0,814,0,0,0,0,0,107,3965,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,727,0,98,0,0,0,0,0,0,0,351,0,0,0,0,13,130,6471,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,MARTIN,NORTH CAROLINA,37,59,0,0,6,0,0,267,0,0,0,0,0,391,1547,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,613,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,4338,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,MCDOWELL,NORTH CAROLINA,37,56,0,0,0,0,0,0,0,0,0,0,0,0,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,380,1571,0,0,0,0,0,0,0,0,274,0,0,0,0,0,45,18,4378,0,0,0,0,0,0,0,0,0,0,0,0,0
